name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
SRR7799230	5139180	78	65886.92	679997	221	0	0	298439	6	170119	11	54688	21
SRR784241	5245396	322	16290.05	503088	200	0	0	196418	9	124508	15	27597	32
SRR7853506	5202305	112	46449.15	621131	210	0	0	171800	8	120355	15	35587	31
SRR7889221	4995908	90	55510.09	516617	237	0	0	313059	7	168919	11	52450	22
SRR7904907	4813768	70	68768.11	671732	202	0	0	210088	6	121492	13	52560	24
SRR7967826	4711221	31	151974.87	648169	276	0	0	457781	5	290983	7	110547	13
SRR800432	5190823	131	39624.60	441341	208	0	0	260176	8	138690	14	54456	27
SRR8062190	4967706	94	52847.94	355806	210	0	0	157260	10	80421	20	39314	38
SRR8084429	5034498	67	75141.76	628768	210	0	0	226177	6	201192	10	102914	18
SRR8099014	5099581	89	57298.66	667399	201	0	0	366852	5	221550	9	97177	16
SRR8099021	5254696	108	48654.59	806010	205	0	0	307968	6	190707	10	52991	20
SRR8176779	5015289	62	80891.76	481790	361	0	0	209012	8	178967	13	108010	20
SRR8206988	5097830	201	25362.34	303825	221	0	0	95295	16	49049	32	15880	66
SRR8207013	5193135	113	45956.95	699275	205	0	0	407546	5	197074	8	66907	17
SRR8216447	5110887	114	44832.34	585721	245	0	0	154524	11	103097	19	38044	35
SRR8236051	5102785	132	38657.46	351982	210	0	0	177316	11	97160	18	29738	38
SRR8236058	5132959	112	45829.99	396957	245	0	0	256399	8	167640	13	32781	26
SRR8258291	5080553	157	32360.21	410814	238	0	0	190502	9	139095	15	26507	33
SRR8297456	5219310	96	54367.81	465084	245	0	0	195554	9	162714	15	41596	25
SRR8397437	5081464	218	23309.47	220860	221	0	0	57788	28	38157	49	13841	90
SRR8526932	5048779	61	82766.87	812170	201	0	0	347036	5	172629	9	57282	19
SRR8541299	5126423	139	36880.74	611300	216	0	0	308885	7	165802	12	41368	22
SRR8541385	5125851	92	55715.77	434970	202	0	0	188446	10	139064	16	49090	28
SRR8544057	4994280	200	24971.40	220257	251	0	0	70387	21	42801	39	17294	76
SRR8632524	5053157	93	54335.02	743670	205	0	0	410019	5	197075	8	103777	15
SRR8632526	5050904	81	62356.84	544409	220	0	0	307996	7	181876	12	42234	21
SRR8632533	5236286	151	34677.39	675987	225	0	0	361742	6	193917	11	41018	21
SRR8632714	5279475	98	53872.19	725884	200	0	0	357135	6	197075	10	75220	18
SRR8728078	4983030	116	42957.16	314052	237	0	0	172771	11	84442	19	35732	38
SRR8728083	4996961	59	84694.25	412122	245	0	0	318281	7	236681	11	71969	20
SRR8728085	5065551	96	52766.16	675388	210	0	0	192336	7	129758	14	53643	25
SRR8728086	5036341	105	47965.15	396729	200	0	0	152049	10	127180	17	40312	32
SRR8728096	5049510	56	90169.82	542315	221	0	0	363499	6	176533	11	68752	21
SRR8737952	5272274	114	46248.02	625713	216	0	0	319841	7	197093	11	57151	21
SRR8738079	5272512	116	45452.69	625713	212	0	0	329669	7	197093	11	57151	20
SRR8738211	4998407	79	63270.97	1196284	205	0	0	309956	5	194142	9	68893	18
SRR8738218	5339975	73	73150.34	1196452	202	0	0	680141	3	197046	6	69254	14
SRR8767331	5137831	138	37230.66	347079	221	0	0	132501	13	68174	23	29670	44
SRR8776507	5121474	78	65659.92	1228623	213	0	0	366854	4	190471	7	97219	15
SRR8776709	5064631	114	44426.59	638810	202	0	0	309332	6	190470	10	52506	19
SRR8861527	5530174	128	43204.48	679620	231	0	0	293730	7	190118	11	41596	25
SRR8868738	5090142	95	53580.44	429693	221	0	0	153949	11	100628	19	37176	36
SRR8868859	5163442	124	41640.66	517672	238	0	0	204482	9	115043	16	34681	34
SRR8926896	5090557	77	66111.13	880072	202	0	0	214683	6	154490	11	66740	20
SRR9016900	5058876	138	36658.52	292114	221	0	0	155503	12	59835	22	29052	46
SRR9016923	5221612	129	40477.61	409913	234	0	0	198201	10	139002	16	41243	29
SRR9029425	4988032	109	45761.76	352877	221	0	0	172264	10	104975	18	35400	35
SRR9029457	5098917	142	35907.87	457800	221	0	0	185527	9	94054	17	25803	37
SRR9029549	4993377	99	50438.15	459377	209	0	0	157199	10	89702	19	39784	37
SRR9029851	5067846	147	34475.14	244666	221	0	0	106233	16	63064	29	26321	55
SRR9051983	5199189	255	20388.98	205117	221	0	0	80953	21	37270	42	14573	84
SRR9114555	5118349	144	35544.09	458642	221	0	0	182347	9	115095	15	45597	27
SRR9301022	5072111	109	46533.13	585792	237	0	0	197075	8	109684	15	38471	30
SRR9301025	5072810	105	48312.48	586410	237	0	0	287053	7	139095	13	38471	26
SRR9301057	4974232	76	65450.42	436731	237	0	0	230829	8	130786	13	36026	29
SRR9301059	5476261	114	48037.38	544089	229	0	0	184478	9	89725	18	41026	34
SRR9302377	4938039	163	30294.72	231135	200	0	0	71310	19	43558	37	18783	67
SRR958598	5101227	103	49526.48	480749	214	0	0	352360	7	166826	11	53387	21
SRR9616063	5189820	130	39921.69	598127	213	0	0	274223	7	138690	12	47894	25
SRR9617625	5241361	139	37707.63	366912	210	0	0	190500	11	109675	18	33944	31
SRR9694239	5035142	88	57217.52	791814	245	0	0	370607	5	262083	8	52694	16
SRR9734950	4967872	68	73056.94	459685	208	0	0	226782	9	154121	15	65724	25
SRR9831357	5289447	74	71479.01	706279	225	0	0	639870	4	363312	7	110816	13
SRR9901263	5000339	97	51549.89	528654	225	0	0	210756	7	152921	12	41596	22
SRR9914210	5165387	119	43406.61	961885	202	0	0	384795	5	206629	8	100942	15
SRR9984736	5097446	112	45512.91	488271	202	0	0	211097	9	71327	19	40096	37
SRR9995620	5302006	84	63119.12	743669	216	0	0	621134	4	201079	7	92704	15
SRR9997955	5014069	50	100281.38	1200149	223	0	0	469709	3	307996	5	107568	12
SRR9998284	5127261	98	52318.99	644525	210	0	0	328585	6	221573	9	52537	18
SRR9998325	5194763	104	49949.64	649979	225	0	0	313147	6	169321	10	41596	20
T10	4954269	93	53271.71	400982	202	0	0	206758	8	124022	15	47835	26
U04	5040870	135	37339.78	791426	200	0	0	373103	5	168121	9	41564	18
V17	5212605	183	28484.18	1080439	202	0	0	280428	6	130858	12	41564	24
V43	5086041	133	38240.91	1241810	202	0	0	394707	4	196671	7	70978	15
